test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
org/apache/commons/lang3/builder/StandardToStringStyleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0,0.0,7.4721143047014875,1,1,1,1,7,0,6,0,1,0,1,10,10,10,2,10,0,0,0,10,144,20,104,40,62,20,70,81,29,52,1,1,1,1,0,0.19,10,10,10,10
org/apache/commons/lang3/builder/DefaultToStringStyleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0,0.001,7.472150786717733,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/builder/NoFieldNamesToStringStyleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0,0.0,7.472138384977977,1,1,1,1,7,0,6,0,1,0,0,10,10,10,2,10,0,0,0,10,129,18,91,38,51,20,59,70,28,42,1,1,1,1,0,0.22,10,10,10,10
org/apache/commons/lang3/time/StopWatchTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,10,0,0,0,0,0,0.0,4.78,4.771,2.941672905286153,3,3,3,1,22,1,17,2,1,0,0,11,11,11,0,11,0,1,0,10,303,36,214,53,156,53,130,167,42,125,12,12,12,1,1,0.25,36,36,36,11
org/apache/commons/lang3/SystemUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,13,0,0,0,0,0,0.0,0.001,0.001,3.307328764597575,2,2,2,1,35,0,34,0,1,0,0,13,13,13,0,13,0,0,0,13,531,24,472,58,412,35,400,436,44,392,11,11,11,1,2,0.07,35,35,35,13
org/apache/commons/lang3/JavaVersionTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,3,0,0,0,0,0,0.0,0,0.0,3.308057999610901,1,1,1,1,8,0,8,0,1,0,0,3,3,3,0,3,0,0,0,3,75,8,45,23,18,22,34,38,20,18,1,1,1,1,0,0.49,3,3,3,3
org/apache/commons/lang3/CharEncodingTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,6,0,0,0,0,0,0.0,0.004,0.005,3.3089294036229453,1,1,1,1,7,0,6,1,1,0,0,8,8,8,0,8,1,1,0,6,111,12,67,22,33,32,34,46,16,30,2,2,2,1,1,0.48,11,11,11,8
org/apache/commons/lang3/text/ExtendedMessageFormatTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,10,0,0,0,0,0,0.0,0.28600000000000003,0.321,3.3089401960372924,1,1,1,1,12,0,9,2,7,0,5,24,24,24,1,24,0,5,0,19,484,50,274,123,168,162,176,220,109,111,3,3,3,1,2,0.59,36,36,36,24
org/apache/commons/lang3/math/NumberUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,101,0,0,0,0,0,0.0,0.017,0.01,3.312255569299062,1,1,1,1,11,0,10,0,1,0,0,110,110,110,0,110,0,3,6,101,1555,184,1254,270,905,130,774,899,168,731,3,3,3,3,2,0.1,124,124,126,112
org/apache/commons/lang3/time/FastDateParserTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,37,0,0,0,0,0,0.0,0.9309999999999999,0.879,2.5676460822423297,1,1,1,1,10,1,8,0,2,1,14,53,51,52,8,53,1,12,1,39,721,121,550,223,345,61,328,419,185,234,7,7,7,3,4,0.11,84,84,86,57
org/apache/commons/lang3/builder/ToStringStyleConcurrencyTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,3,0,0,0,0,0,0.0,2.392,2.6510000000000002,7.472477515538533,1,1,1,1,7,0,7,0,3,0,3,6,6,6,1,6,1,1,0,4,112,12,66,35,26,34,40,52,33,19,2,2,2,1,1,0.52,8,8,8,6
org/apache/commons/lang3/builder/DiffTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,4,0,0,0,0,0,0.0,0,0.0,3.3274311383565265,1,1,1,1,3,0,3,0,2,0,3,7,7,7,0,7,0,0,1,6,70,13,38,21,11,19,13,22,15,7,1,1,1,1,0,0.5,7,7,7,7
org/apache/commons/lang3/concurrent/ConcurrentUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,40,0,0,0,0,0,0.0,0.006999999999999999,0.002,3.8324912508328755,1,1,1,1,11,0,7,3,1,0,0,40,40,40,0,40,0,0,0,40,581,43,364,166,201,174,167,220,102,118,2,2,2,1,1,0.48,52,52,52,40
org/apache/commons/lang3/concurrent/ConstantInitializerTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,7,0,0,0,0,0,0.0,0,0.0,7.474969645341237,1,1,1,1,8,0,5,3,1,0,1,9,9,9,1,9,0,1,0,8,133,14,69,34,32,50,32,44,23,21,3,3,3,1,2,0.72,11,11,11,9
org/apache/commons/lang3/text/FormattableUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,5,0,0,0,0,0,0.0,0,0.0,3.8353426694869994,1,1,1,1,14,0,14,0,1,0,0,5,5,5,0,5,0,0,0,5,115,12,84,17,62,19,67,73,12,61,1,1,1,1,0,0.23,5,5,5,5
org/apache/commons/lang3/tuple/ImmutablePairTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,6,0,0,0,0,0,0.0,0.001,0.0,3.3288355350494383,1,1,1,1,8,0,8,0,1,0,0,6,6,6,0,6,0,0,0,6,100,11,70,34,39,19,48,55,26,29,1,1,1,1,0,0.27,6,6,6,6
org/apache/commons/lang3/tuple/PairTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,9,0,0,0,0,0,0.0,0.01,0.006,3.3300323526064557,1,1,1,1,7,0,7,0,1,0,0,9,9,9,0,9,0,0,0,9,119,15,85,46,46,19,56,66,37,29,1,1,1,1,0,0.22,9,9,9,9
org/apache/commons/lang3/tuple/MutablePairTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0.002,0.0,3.330037701129913,1,1,1,1,7,0,6,0,1,0,0,8,8,8,0,8,0,0,0,8,108,13,76,40,39,19,48,57,30,27,1,1,1,1,0,0.25,8,8,8,8
org/apache/commons/lang3/tuple/TripleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,10,0,0,0,0,0,0.0,0.001,0.0,3.3291407585144044,1,1,1,1,7,0,7,0,1,0,0,10,10,10,0,10,0,0,0,10,125,16,90,46,51,19,58,69,36,33,1,1,1,1,0,0.21,10,10,10,10
org/apache/commons/lang3/tuple/ImmutableTripleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,6,0,0,0,0,0,0.0,0.045,0.040999999999999995,3.329160531361898,1,1,1,1,10,0,10,0,1,0,0,6,6,6,0,6,0,0,0,6,112,12,81,34,50,19,59,66,26,40,1,1,1,1,0,0.23,6,6,6,6
org/apache/commons/lang3/tuple/MutableTripleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0.002,0.0,3.3291277170181273,1,1,1,1,8,0,8,0,1,0,0,8,8,8,0,8,0,0,0,8,120,14,87,40,50,19,59,68,30,38,1,1,1,1,0,0.22,8,8,8,8
org/apache/commons/lang3/RandomStringUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,17,0,0,0,0,0,0.0,0.067,0.05,7.47488112449646,4,4,4,1,25,1,21,2,1,0,0,18,18,18,0,18,0,1,0,17,529,54,414,122,291,64,292,372,135,237,10,10,14,1,3,0.15,81,79,87,18
org/apache/commons/lang3/RandomUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,27,0,0,0,0,0,0.0,0.006,0.002,3.8423368175824484,1,1,1,1,5,0,3,2,1,0,1,27,27,27,0,27,0,0,0,27,241,32,133,74,45,76,50,78,47,31,1,1,2,1,0,0.57,27,27,35,27
org/apache/commons/lang3/RangeTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,24,0,0,0,0,0,0.0,0.004,0.003,9.673475885391236,1,1,1,1,10,1,8,0,5,0,0,29,29,29,7,29,0,0,0,29,394,67,283,87,177,47,184,215,59,156,2,2,2,1,1,0.17,30,30,30,29
org/apache/commons/lang3/time/FastDatePrinterTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,22,0,0,0,0,0,0.0,0.005,0.0,2.569112515449524,1,1,1,1,10,1,8,1,2,1,5,31,29,30,8,31,1,5,1,24,438,73,314,150,195,52,216,248,122,126,2,2,2,1,1,0.17,32,32,32,31
org/apache/commons/lang3/SerializationUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,26,0,0,0,0,0,0.0,0.025,0.02,9.673027034600576,1,1,1,1,10,0,9,0,3,0,3,29,29,29,3,29,0,1,0,28,433,61,344,142,208,29,212,260,116,144,2,2,2,1,1,0.08,45,45,45,29
org/apache/commons/lang3/CharRangeTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,16,0,0,0,0,0,0.0,0.006999999999999999,0.006,9.673800683021545,1,1,1,1,20,1,18,0,1,0,0,16,16,16,0,16,0,0,0,16,400,49,319,100,252,32,253,275,82,193,5,5,5,1,1,0.1,21,21,21,16
org/apache/commons/lang3/text/StrMatcherTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,14,0,0,0,0,0,0.0,0,0.0,7.474895755449931,1,1,1,1,9,0,9,0,1,0,2,14,14,14,0,14,0,0,0,14,215,22,157,50,108,36,113,128,36,92,1,1,1,1,0,0.23,14,14,14,14
org/apache/commons/lang3/exception/DefaultExceptionContextTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0,0.0,7.475730232397715,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,40,5,16,9,4,19,7,10,6,4,1,1,1,1,0,1.19,2,2,2,2
org/apache/commons/lang3/ValidateTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,67,0,0,0,0,0,0.0,0.073,0.015,3.8466919819513956,2,2,2,1,14,0,12,0,1,0,0,67,67,67,0,67,0,0,0,67,1179,115,945,221,617,119,462,616,152,464,4,4,4,1,1,0.13,153,153,153,67
org/apache/commons/lang3/time/DurationFormatUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,25,0,0,0,0,0,0.0,0.43,0.35600000000000004,1.5644872983296711,1,1,1,1,18,1,16,1,1,0,1,28,28,28,0,28,0,3,0,25,631,84,490,103,388,62,332,367,82,285,4,4,4,1,3,0.13,34,34,34,28
org/apache/commons/lang3/CharUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,24,0,0,0,0,0,0.0,0.003,0.003,7.475054689248403,2,2,2,1,11,0,11,0,1,0,3,24,24,24,0,24,0,0,0,24,363,40,304,73,199,20,193,245,61,184,3,3,8,1,2,0.07,51,51,64,24
org/apache/commons/lang3/StringEscapeUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,28,0,0,0,0,0,0.0,0.218,0.153,7.475111683209737,1,1,1,1,14,0,11,2,1,0,2,34,34,34,0,34,0,6,0,28,616,74,453,145,314,96,250,305,102,203,6,6,6,1,2,0.21,64,64,64,34
org/apache/commons/lang3/ClassPathUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,13,0,0,0,0,0,0.0,0.002,0.0,3.8457651495933534,1,1,1,1,4,0,4,0,1,0,0,13,13,13,0,13,0,0,0,13,114,21,75,44,26,18,34,48,31,17,1,1,1,1,0,0.24,13,13,13,13
org/apache/commons/lang3/math/IEEE754rUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,3,0,0,0,0,0,0.0,0,0.0,3.8457958658536273,3,3,3,1,23,4,19,2,1,0,0,3,3,3,0,3,0,0,0,3,105,19,67,16,51,27,40,52,13,39,9,9,9,1,1,0.4,11,11,11,3
org/apache/commons/lang3/reflect/TypeLiteralTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,4,0,0,0,0,0,0.0,0.001,0.001,3.844168182214101,1,1,1,1,4,0,4,0,12,0,0,4,4,4,0,4,0,0,0,4,56,8,32,18,11,16,16,21,13,8,1,1,1,1,0,0.5,4,4,4,4
org/apache/commons/lang3/concurrent/TimedSemaphoreTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,15,0,0,0,0,0,0.0,1.187,1.181,3.8432045300801594,1,1,1,1,15,0,11,4,3,0,3,24,24,24,7,24,0,1,2,21,498,40,312,138,205,146,189,227,101,126,4,4,4,1,3,0.47,36,36,36,24
org/apache/commons/lang3/event/EventListenerSupportTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,10,0,0,0,0,0,0.0,0.034,0.009000000000000001,3.8396857500076296,1,1,1,1,11,0,9,0,6,0,1,17,17,17,0,17,0,2,1,14,231,32,170,73,107,29,106,125,65,60,2,2,3,1,1,0.17,19,19,20,17
org/apache/commons/lang3/event/EventUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,8,0,0,0,0,0,0.0,0.01,0.008,3.840347190697988,1,1,1,1,7,0,7,0,9,0,0,22,24,24,6,24,0,0,1,23,280,38,221,85,83,21,94,128,77,51,2,2,2,1,1,0.1,27,27,27,22
org/apache/commons/lang3/time/WeekYearTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,32,0,0,0,0,0,0.0,0.01,0.005,2.577413566907247,1,1,1,1,11,1,10,0,1,1,0,4,4,3,2,4,0,0,0,4,90,12,62,28,32,16,30,35,24,11,1,1,1,1,0,0.26,4,4,4,4
org/apache/commons/lang3/mutable/MutableByteTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,25,0,0,0,0,0,0.0,0.003,0.0,3.321745761235555,1,1,1,1,7,1,6,0,1,0,0,25,25,25,0,25,0,0,0,25,269,53,194,87,114,22,117,143,62,81,1,1,1,1,0,0.11,25,25,25,25
org/apache/commons/lang3/mutable/MutableShortTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,22,0,0,0,0,0,0.0,0.003,0.001,3.321785533428192,1,1,1,1,8,1,7,0,1,0,0,22,22,22,0,22,0,0,0,22,264,50,192,79,121,22,118,144,57,87,2,2,2,1,1,0.11,25,25,25,22
org/apache/commons/lang3/mutable/MutableIntTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,25,0,0,0,0,0,0.0,0,0.0,3.323651115099589,1,1,1,1,7,0,6,0,1,0,0,26,26,26,0,26,1,0,0,25,279,53,197,85,115,29,118,145,60,85,1,1,1,1,0,0.15,26,26,26,26
org/apache/commons/lang3/mutable/MutableLongTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,25,0,0,0,0,0,0.0,0.001,0.001,3.323686615626017,1,1,1,1,7,1,6,0,1,0,0,25,25,25,0,25,0,0,0,25,273,53,198,87,118,22,121,147,62,85,1,1,1,1,0,0.11,25,25,25,25
org/apache/commons/lang3/BooleanUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,72,0,0,0,0,0,0.0,0.006,0.003,3.3236869096755983,1,1,1,1,11,0,10,0,1,0,0,72,72,72,0,72,0,0,0,72,1016,145,830,165,603,46,300,373,93,280,1,1,1,1,0,0.06,72,72,72,72
org/apache/commons/lang3/mutable/MutableDoubleTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,26,0,0,0,0,0,0.0,0.004,0.001,7.475276533762614,1,1,1,1,7,1,6,0,1,0,0,26,26,26,0,26,0,0,0,26,281,56,203,90,120,22,123,150,64,86,1,1,1,1,0,0.11,26,26,26,26
org/apache/commons/lang3/mutable/MutableFloatTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,26,0,0,0,0,0,0.0,0.001,0.0,7.475341558456421,1,1,1,1,7,1,6,0,1,0,0,26,26,26,0,26,0,0,0,26,281,56,203,90,120,22,123,150,64,86,1,1,1,1,0,0.11,26,26,26,26
org/apache/commons/lang3/text/translate/EntityArraysTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,3,0,0,0,0,0,0.0,0,0.0,9.671322798728943,2,2,2,1,10,0,10,0,1,0,0,3,3,3,0,3,0,0,0,3,72,10,41,21,21,21,26,34,20,14,4,4,4,1,2,0.51,7,7,7,3
org/apache/commons/lang3/time/DateUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,59,0,0,0,0,0,0.0,0.278,0.081,1.2641172568003336,1,1,1,1,22,1,19,1,1,5,1,66,66,61,30,66,0,5,0,61,1721,178,1409,265,1168,143,754,859,198,661,8,8,8,1,2,0.1,104,104,104,66
org/apache/commons/lang3/time/DateFormatUtilsTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,12,0,0,0,0,0,0.0,0.006999999999999999,0.0,1.5736132860183716,1,1,1,1,9,0,8,0,1,0,0,17,17,17,1,17,0,5,0,12,274,41,179,82,99,55,113,131,66,65,1,1,1,1,0,0.31,17,17,17,17
org/apache/commons/lang3/time/DateUtilsRoundingTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,22,0,0,0,0,0,0.0,0.03,0.012,1.5730012694994608,1,1,1,1,23,2,12,8,1,0,0,26,26,26,14,26,0,0,3,23,727,88,381,136,262,258,303,330,112,218,1,1,1,1,0,0.68,26,26,26,26
org/apache/commons/lang3/time/FastDateParserSDFTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,276,0,0,0,0,0,0.0,0.064,0.037000000000000005,2.5835697531700133,2,2,2,1,16,1,14,4,1,1,0,10,10,9,5,10,0,2,0,8,230,25,177,60,115,65,72,94,52,42,8,8,8,1,2,0.37,21,21,21,10
org/apache/commons/lang3/time/FastDateFormat_ParserTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,37,0,0,0,0,0,0.0,0.20800000000000002,0.235,2.5811680873235066,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,1,0,33,3,9,6,1,21,4,6,5,1,1,1,1,1,0,2.33,1,1,1,1
org/apache/commons/lang3/time/FastDateParser_MoreOrLessTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,7,0,0,0,0,0,0.0,0,0.0,2.582591716448466,1,1,1,1,9,0,8,0,1,0,1,7,7,7,0,7,0,0,0,7,113,16,80,46,48,17,57,65,39,26,1,1,1,1,0,0.21,7,7,7,7
org/apache/commons/lang3/time/FastDateParser_TimeZoneStrategyTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,2,0,0,0,0,0,0.0,2.6889999999999996,2.971,2.5830963174502055,3,3,3,3,16,0,16,0,1,0,0,2,2,2,0,2,0,0,0,2,66,6,44,19,22,16,20,30,20,10,6,6,6,5,4,0.36,7,7,7,6
org/apache/commons/lang3/time/FastDateFormat_PrinterTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,22,0,0,0,0,0,0.0,0.071,0.019,2.5794854362805686,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,1,0,33,3,9,6,1,21,4,6,5,1,1,1,1,1,0,2.33,1,1,1,1
org/apache/commons/lang3/time/FastDatePrinterTimeZonesTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,627,0,0,0,0,0,0.0,0.384,0.226,2.5818997343381245,1,1,1,1,6,0,6,0,1,1,1,3,3,2,1,3,0,0,0,3,64,11,37,26,13,16,24,30,24,6,2,2,2,1,1,0.43,4,4,4,3
org/apache/commons/lang3/time/FastDateFormatTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,16,0,0,0,0,0,0.0,0.519,0.522,2.5803056677182514,1,1,1,1,13,1,11,0,3,0,3,20,20,20,1,20,0,1,0,19,328,49,247,119,154,33,153,181,99,82,4,4,4,1,3,0.13,25,25,25,20
org/apache/commons/lang3/time/DateUtilsFragmentTest.java,cac7a60abf0a4451a5c80ef57343a14ea1ba443f,57,0,0,0,0,0,0.0,0.013999999999999999,0.003,1.5759423176447551,1,1,1,1,7,0,7,0,1,0,6,58,58,58,2,58,0,0,0,58,592,83,487,187,303,28,217,296,129,167,6,6,6,1,1,0.06,78,78,78,58
org/apache/commons/lang3/time/DateUtilsTest.java,d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,65,0,0,0,0,0,0.0,0.081,0.375,0.3680224299430847,1,1,1,1,20,1,18,1,1,5,1,72,72,67,30,72,0,5,0,67,1774,184,1447,278,1185,152,765,879,205,674,8,8,8,1,2,0.11,113,113,113,72
org/apache/commons/lang3/time/DateFormatUtilsTest.java,d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,12,0,0,0,0,0,0.0,0,0.004,0.3681421319643656,1,1,1,1,9,0,8,0,1,0,0,17,17,17,1,17,0,5,0,12,274,41,179,82,99,55,113,131,66,65,1,1,1,1,0,0.31,17,17,17,17
org/apache/commons/lang3/time/DateUtilsFragmentTest.java,d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,57,0,0,0,0,0,0.0,0.003,0.012,0.3657395680745443,1,1,1,1,7,0,7,0,1,0,6,58,58,58,2,58,0,0,0,58,592,83,487,187,303,28,217,296,129,167,6,6,6,1,1,0.06,78,78,78,58
org/apache/commons/lang3/time/DateUtilsRoundingTest.java,d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,22,0,0,0,0,0,0.0,0.012,0.024,0.36859126488367716,1,1,1,1,23,2,12,8,1,0,0,26,26,26,14,26,0,0,3,23,727,88,381,136,262,258,303,330,112,218,1,1,1,1,0,0.68,26,26,26,26
org/apache/commons/lang3/time/DurationFormatUtilsTest.java,d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,25,0,0,0,0,0,0.0,0.35600000000000004,0.55,0.37699615557988486,1,1,1,1,18,1,16,1,1,0,1,28,28,28,0,28,0,3,0,25,631,84,490,103,388,62,332,367,82,285,4,4,4,1,3,0.13,34,34,34,28
org/apache/commons/lang3/ArrayUtilsRemoveMultipleTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,55,0,0,0,0,0,0.0,0.003,0.003,1.5072305043538412,1,1,1,1,16,0,16,0,1,0,0,55,55,55,0,55,0,0,0,55,1051,79,953,160,756,19,783,839,102,737,1,1,1,1,0,0.02,55,55,55,55
org/apache/commons/lang3/ClassUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,57,0,0,0,0,0,0.0,0.011000000000000001,0.006999999999999999,1.5070262630780538,1,1,1,1,17,1,14,1,28,0,0,61,61,61,0,61,0,4,0,57,1275,153,1019,230,765,113,751,840,161,679,2,2,2,1,1,0.11,69,69,69,61
org/apache/commons/lang3/builder/DiffBuilderTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,31,0,0,0,0,0,0.0,0.006,0.012,1.507032032807668,1,1,1,1,10,0,9,0,2,0,1,34,34,34,19,34,0,0,0,34,508,65,407,208,291,36,250,286,170,116,1,1,1,1,0,0.09,34,34,34,34
org/apache/commons/lang3/StringUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,136,0,0,0,0,0,0.0,0.034,0.02,1.5025342186292012,1,1,1,1,18,1,15,1,2,0,27,140,140,140,5,140,0,3,0,137,3036,395,2453,479,1878,199,1771,1988,332,1656,17,17,17,1,4,0.08,208,208,214,140
org/apache/commons/lang3/ArrayUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,256,0,0,0,0,0,0.0,0.018000000000000002,0.02,1.5023903290430705,1,1,1,1,14,1,12,0,6,1,0,265,265,264,0,265,0,2,0,263,4444,636,3642,967,2806,167,2382,2667,694,1973,4,4,4,1,1,0.05,281,281,281,265
org/apache/commons/lang3/text/StrBuilderTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,91,0,0,0,0,0,0.0,0.008,0.008,1.5087812503178915,1,1,1,1,18,2,15,0,3,0,1,94,94,94,1,94,0,0,0,94,2005,342,1571,332,1251,102,1186,1325,243,1082,6,6,6,3,2,0.06,137,137,139,96
org/apache/commons/lang3/reflect/ConstructorUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,8,0,0,0,0,0,0.0,0.003,0.003,1.5145749608675638,1,1,1,1,7,0,7,0,4,0,0,26,26,26,3,26,1,3,0,22,293,35,239,67,142,19,105,140,53,87,4,4,4,1,1,0.08,31,31,31,26
org/apache/commons/lang3/ArrayUtilsAddTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,13,0,0,0,0,0,0.0,0.001,0.0,1.5155088822046916,3,3,3,1,42,3,37,1,1,0,0,13,13,13,0,13,0,0,0,13,610,60,509,82,416,41,359,400,65,335,25,25,25,1,1,0.08,40,40,40,13
org/apache/commons/lang3/HashSetvBitSetTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,2,0,0,0,0,0,0.0,0.528,0.5329999999999999,1.509444244702657,1,1,1,1,10,0,10,0,1,6,2,12,12,6,0,12,0,10,0,2,174,18,132,55,89,29,99,122,60,62,2,2,2,1,1,0.22,21,21,21,12
org/apache/commons/lang3/CharSetTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,15,0,0,0,0,0,0.0,0,0.001,1.5145556370417277,1,1,1,1,27,3,23,1,1,0,0,15,15,15,0,15,0,0,0,15,477,73,375,70,309,57,328,344,55,289,1,1,1,1,0,0.15,15,15,15,15
org/apache/commons/lang3/builder/ReflectionToStringBuilderExcludeTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,11,0,0,0,0,0,0.0,0,0.0,1.5098264296849568,1,1,1,1,4,0,4,0,2,0,4,14,14,14,2,14,0,3,0,11,136,25,93,56,41,18,48,64,43,21,1,1,1,1,0,0.19,14,14,14,14
org/apache/commons/lang3/reflect/FieldUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,64,0,0,0,0,0,0.0,0.017,0.015,1.5097816189130147,2,2,2,1,18,0,15,1,1,0,4,65,65,65,4,65,0,0,0,65,1355,111,1114,183,791,130,588,761,114,647,13,13,13,1,1,0.12,172,172,172,65
org/apache/commons/lang3/ArrayUtilsRemoveTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,28,0,0,0,0,0,0.0,0.004,0.001,1.514117137591044,1,1,1,1,20,1,19,0,1,0,0,28,28,28,0,28,0,0,0,28,674,79,576,96,461,19,433,489,65,424,4,4,4,1,1,0.03,55,55,55,28
org/apache/commons/lang3/reflect/MethodUtilsTest.java,a3b74d9c230a85df8ebeef3169fc1cd0439c9a87,29,0,0,0,0,0,0.0,0.021,0.021,1.5140459855397543,1,1,1,1,6,0,6,0,11,31,0,94,94,63,5,94,3,10,0,81,792,94,667,217,405,31,308,431,175,256,4,4,4,1,2,0.05,109,109,109,94
