test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A,A_WITH_TIME,B,B_WITH_TIME,C,C_WITH_TIME,D,new_test_target_flag
org/apache/commons/io/filefilter/FileFilterTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,47,0,0,0,0,0,0.0,2.081,2.074,2.979939432938893,2,2,2,1,23,3,18,1,1,0,2,51,51,51,0,51,0,0,0,51,1317,238,980,245,806,120,708,810,232,578,7,7,7,1,2,0.12,103,103,104,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsListFilesTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,3,0,0,0,0,0,0.0,0.027000000000000003,0.037000000000000005,2.975779064496358,1,1,1,1,17,1,14,1,1,0,0,9,9,9,0,9,0,3,2,4,203,28,145,35,107,30,114,129,34,95,2,2,2,1,1,0.21,13,13,13,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/LineIteratorTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,16,0,0,0,0,0,0.0,0.04,0.042,2.9785928606987,1,1,1,1,14,1,10,2,3,0,0,27,27,27,0,27,0,6,3,18,471,56,314,120,194,101,162,218,103,115,6,6,6,1,3,0.32,49,49,49,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/TailerTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,9,1,0,0,0,0,0.0,21.451999999999998,21.906,2.4353600700696307,1,1,1,1,17,1,14,1,2,0,0,21,21,21,6,21,0,2,2,17,450,59,342,122,253,57,254,296,123,173,4,4,4,1,3,0.17,33,33,35,21,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
org/apache/commons/io/output/LockableFileWriterTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,7,0,0,0,0,0,0.0,0.018000000000000002,0.023,2.985119950771332,1,1,1,1,17,0,15,1,1,0,0,10,10,10,5,10,0,0,0,10,231,21,170,40,122,40,106,128,38,90,3,3,3,1,2,0.24,17,17,17,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/monitor/FileAlterationMonitorTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,4,0,0,0,0,0,0.0,1.454,0.74,1.5403663317362468,1,1,1,1,20,2,13,5,1,0,0,7,7,7,0,7,0,1,1,5,182,24,105,25,77,57,74,88,25,63,4,4,4,3,2,0.54,13,13,13,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileSystemUtilsTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,28,0,0,0,0,0,0.0,0.08199999999999999,0.07200000000000001,2.972429064909617,1,1,2,1,11,0,11,0,5,0,0,42,42,42,3,42,1,0,4,37,541,40,460,136,333,41,182,267,117,150,6,6,9,1,3,0.09,83,83,86,42,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/CompositeFileComparatorTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,10,0,0,0,0,0,0.0,0.035,0.027000000000000003,2.97223242521286,1,1,1,1,11,0,8,3,1,0,0,5,5,5,0,5,0,0,1,4,91,8,49,17,31,34,33,39,16,23,1,1,1,1,0,0.69,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/SizeFileComparatorTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,9,0,0,0,0,0,0.0,0.03,0.03,2.9722531835238137,1,1,1,1,11,0,8,3,1,0,0,4,4,4,4,4,0,0,1,3,80,7,42,15,25,31,31,36,14,22,1,1,1,1,0,0.74,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileDeleteStrategyTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,5,0,0,0,0,0,0.0,0.011000000000000001,0.012,2.9738082488377886,1,1,1,1,11,0,9,1,1,0,0,8,8,8,0,8,0,0,2,6,135,15,85,24,59,38,59,70,22,48,2,2,2,1,1,0.45,10,10,10,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/CountingInputStreamTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,10,0,0,0,0,0,0.0,0.033,0.035,2.97748765150706,1,1,1,1,15,2,11,1,1,0,0,11,11,11,0,11,0,0,0,11,212,41,139,66,106,33,109,123,66,57,3,3,3,1,1,0.24,13,13,13,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/output/CountingOutputStreamTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,2,0,0,0,0,0,0.0,0.037000000000000005,0.034,2.9768917997678117,2,2,2,1,19,2,14,1,1,0,0,4,4,4,0,4,0,1,0,3,116,22,68,20,44,26,52,64,25,39,5,5,5,1,1,0.38,11,11,11,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/output/ByteArrayOutputStreamTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,3,0,0,0,0,0,0.0,0.006,0.006,2.977784033616384,2,2,2,1,18,2,13,2,1,1,1,9,9,8,0,9,0,5,0,4,215,35,138,46,92,42,97,118,44,74,3,3,3,3,2,0.3,18,18,18,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/BoundedInputStreamTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,2,0,0,0,0,0,0.0,0.005,0.006999999999999999,2.9762447476387024,2,2,2,1,16,2,11,3,1,0,0,4,4,4,0,4,0,1,0,3,100,17,50,15,32,33,40,49,19,30,4,4,4,1,1,0.66,8,8,8,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/XmlStreamReaderTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,15,0,0,0,0,0,0.0,0.248,0.263,2.97807758251826,1,1,1,1,13,0,11,0,1,0,20,25,25,25,0,25,0,1,7,17,464,58,366,132,261,42,239,276,96,180,4,4,4,1,1,0.11,40,40,41,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/IOUtilsCopyTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,23,0,0,0,0,0,0.0,0.042,0.043,2.9773096164067585,1,1,1,1,11,1,9,1,1,0,1,27,27,27,1,27,0,1,0,26,411,69,283,133,193,78,186,226,116,110,2,2,2,1,1,0.28,39,39,39,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOUtilsWriteTestCase.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,53,0,0,0,0,0,0.0,0.028999999999999998,0.025,2.978325394789378,1,1,1,1,10,1,9,0,1,0,1,56,56,56,1,56,0,0,0,56,729,162,524,238,384,58,359,431,217,214,2,2,2,1,1,0.11,71,71,71,56,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/output/DeferredFileOutputStreamTest.java,583638baf42a6ca0cdba74d8f0fd9206823d73d4,10,0,0,0,0,0,0.0,0.024,0.024,2.974272684256236,2,2,2,1,26,2,19,5,1,0,0,12,12,12,2,12,0,1,0,11,376,49,240,65,160,88,137,164,56,108,4,4,4,1,2,0.37,27,27,27,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/BOMInputStreamTest.java,e337e7b64e03763bdc2c22ee44b0f3840afabdd6,42,0,0,0,0,0,0.0,0.052000000000000005,0.052000000000000005,3.258011531829834,1,1,1,1,10,0,9,0,2,0,0,55,55,55,1,55,0,10,0,45,726,73,592,215,397,61,398,468,170,298,3,3,3,1,1,0.1,69,69,69,55,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/output/ByteArrayOutputStreamTestCase.java,e337e7b64e03763bdc2c22ee44b0f3840afabdd6,3,0,0,0,0,0,0.0,0.006,0.009000000000000001,0.2754093647003174,2,2,2,1,19,2,14,2,1,1,1,9,9,8,0,9,0,5,0,4,221,35,144,46,98,42,103,124,44,80,3,3,3,3,2,0.29,18,18,18,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,133,0,0,0,0,0,0.0,2.425,2.436,1.393523426850637,1,1,1,1,15,1,12,1,6,0,4,150,150,150,4,150,3,2,4,141,2634,405,1928,640,1498,310,1246,1496,600,896,15,15,15,1,3,0.16,239,239,241,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FilenameUtilsWildcardTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,7,0,0,0,0,0,0.0,0.025,0.028999999999999998,4.360633583863576,1,1,1,1,20,1,17,0,1,0,1,10,10,10,0,10,0,2,0,8,245,34,182,28,150,29,147,163,23,140,3,3,3,1,3,0.16,13,13,13,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FilenameUtilsTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,30,0,0,0,0,0,0.0,0.055999999999999994,0.052000000000000005,1.3940780520439149,1,1,1,1,26,2,23,2,1,0,2,33,33,33,4,33,0,0,2,31,961,107,805,48,721,122,723,761,46,715,4,4,4,1,1,0.15,37,37,37,33,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileSystemUtilsTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,28,0,0,0,0,0,0.0,0.07200000000000001,0.07200000000000001,1.3903103868166606,1,1,2,1,11,0,11,0,5,0,0,42,42,42,3,42,1,0,4,37,541,40,460,136,333,41,182,267,117,150,6,6,9,1,3,0.09,83,83,86,42,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOCaseTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,17,0,0,0,0,0,0.0,0.046,0.055,4.361743168036143,2,2,2,1,14,1,13,0,1,0,1,21,21,21,0,21,0,1,2,18,372,52,286,36,233,34,194,239,34,205,7,7,7,1,1,0.12,45,45,45,21,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/filefilter/FileFilterTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,47,0,0,0,0,0,0.0,2.074,2.083,1.3934953848520917,2,2,2,1,23,3,18,1,1,0,2,51,51,51,0,51,0,0,0,51,1317,238,980,245,806,120,708,810,232,578,7,7,7,1,2,0.12,103,103,104,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/filefilter/RegexFileFilterTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,1,0,0,0,0,0,0.0,0.01,0.008,1.3978570501009624,2,2,2,1,16,1,13,1,1,0,0,5,5,5,0,5,0,0,0,5,118,18,75,15,50,25,40,52,13,39,5,5,5,1,1,0.33,11,11,12,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/ExtensionFileComparatorTest.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,8,0,0,0,0,0,0.0,0.013000000000000001,0.015,4.362781584262848,1,1,1,1,10,0,8,2,1,0,0,3,3,3,0,3,0,0,1,2,62,6,30,11,18,27,21,25,10,15,1,1,1,1,0,0.9,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/CompositeFileComparatorTest.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,10,0,0,0,0,0,0.0,0.027000000000000003,0.027999999999999997,1.3918713410695394,1,1,1,1,11,0,8,3,1,0,0,5,5,5,0,5,0,0,1,4,91,8,49,17,31,34,33,39,16,23,1,1,1,1,0,0.69,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsListFilesTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,3,0,0,0,0,0,0.0,0.037000000000000005,0.025,1.3942049185434977,1,1,1,1,17,1,14,1,1,0,0,9,9,9,0,9,0,3,2,4,203,28,145,35,107,30,114,129,34,95,2,2,2,1,1,0.21,13,13,13,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/TailerTest.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,9,0,0,0,0,0,0.0,21.906,21.613000000000003,1.3938507636388142,1,1,1,1,17,1,14,1,2,0,0,21,21,21,6,21,0,2,2,17,450,59,342,122,253,57,254,296,123,173,4,4,4,1,3,0.17,33,33,35,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsCleanDirectoryTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,5,0,0,0,0,0,0.0,0.105,0.102,1.4009538849194845,1,1,1,1,10,1,7,1,1,0,0,10,10,10,1,10,0,2,2,6,153,31,89,26,51,33,46,63,23,40,3,3,4,1,1,0.37,16,16,18,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/monitor/FileAlterationObserverTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,7,0,0,0,0,0,0.0,14.582,14.544,1.3967040340105692,1,1,1,1,35,3,27,4,1,0,0,10,10,10,0,10,0,0,2,8,400,48,287,55,252,68,247,263,54,209,2,2,2,1,1,0.24,15,15,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsDirectoryContainsTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,10,0,0,0,0,0,0.0,0.032,0.035,1.3973056475321453,1,1,1,1,8,0,6,0,1,0,0,13,13,13,9,13,0,0,2,11,172,24,117,45,61,31,68,85,33,52,2,2,2,1,1,0.26,16,16,16,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsWaitForTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,1,0,0,0,0,0,0.0,5.419,5.553999999999999,1.3966253081957498,1,1,1,1,3,0,3,0,1,0,0,4,4,4,0,4,0,0,2,2,55,8,20,10,5,27,8,13,8,5,1,1,1,1,0,1.35,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/LineIteratorTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,16,0,0,0,0,0,0.0,0.042,0.049,1.3955902020136517,1,1,1,1,14,1,10,2,3,0,0,27,27,27,0,27,0,6,3,18,471,56,314,120,194,101,162,218,103,115,6,6,6,1,3,0.32,49,49,49,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOUtilsTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,80,0,0,0,0,0,0.0,0.133,0.13699999999999998,1.4019430478413897,1,1,1,1,11,0,10,0,14,0,2,107,107,107,3,107,0,3,0,104,1383,164,1096,324,765,133,623,797,319,478,5,5,5,1,2,0.12,135,135,135,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/output/FileWriterWithEncodingTest.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,6,0,0,0,0,0,0.0,0.027000000000000003,0.027999999999999997,1.4018983006477357,2,2,2,1,17,1,16,1,1,0,0,9,9,9,4,9,0,0,0,9,221,24,165,41,114,35,104,127,40,87,5,5,5,1,3,0.21,19,19,19,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsCleanSymlinksTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,7,0,0,0,0,0,0.0,0.12,0.127,1.4018743117650347,1,1,1,1,17,4,12,1,1,0,0,11,11,11,1,11,0,1,2,8,243,63,146,46,107,35,106,125,44,81,2,2,2,1,1,0.24,18,18,18,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsFileNewerTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,5,0,0,0,0,0,0.0,0.013000000000000001,0.013000000000000001,1.3996491630872088,1,1,1,1,12,0,6,5,1,0,2,9,9,9,2,9,0,0,3,6,162,20,69,24,39,73,37,52,22,30,2,2,2,1,1,1.06,14,14,14,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileCleaningTrackerTestCase.java,c4a7e644a5fc43210fa0a563e9087347e3eef67d,9,0,0,0,0,0,0.0,4.113,4.126,1.3990322669347128,1,1,2,1,16,2,13,1,1,0,0,16,16,16,2,16,0,3,3,10,322,54,230,43,170,43,160,190,42,148,5,5,6,1,3,0.19,29,29,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/input/BOMInputStreamTest.java,8cdf22e417fd6f62e3052aa79c6c94c5adc167d7,42,0,0,0,0,0,0.0,0.052000000000000005,0.044000000000000004,1.2996694684028625,1,1,1,1,10,0,9,0,2,0,0,55,55,55,1,55,0,10,0,45,726,73,592,215,397,61,398,468,170,298,3,3,3,1,1,0.1,69,69,69,55,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/XmlStreamReaderTest.java,8cdf22e417fd6f62e3052aa79c6c94c5adc167d7,15,0,0,0,0,0,0.0,0.263,0.23199999999999998,1.5745053172111512,1,1,1,1,13,0,11,0,1,0,20,25,25,25,0,25,0,1,7,17,464,58,366,132,261,42,239,276,96,180,4,4,4,1,1,0.11,40,40,41,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/input/XmlStreamReaderUtilitiesTest.java,8cdf22e417fd6f62e3052aa79c6c94c5adc167d7,11,0,0,0,0,0,0.0,0.02,0.013999999999999999,34.965679279963176,1,1,1,1,11,0,10,1,2,0,14,23,23,23,0,23,1,9,2,11,344,30,271,74,192,47,192,219,55,164,3,3,3,1,1,0.17,27,27,27,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/BoundedInputStreamTest.java,50402e2c494d0b88f13f80cc76c914dadf350ab9,2,0,0,0,0,0,0.0,0.006999999999999999,0.005,1.7446080684661864,2,2,2,1,16,2,11,3,1,0,0,4,4,4,0,4,0,1,0,3,100,17,50,15,32,33,40,49,19,30,4,4,4,1,1,0.66,8,8,8,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FilenameUtilsTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,30,0,0,0,0,0,0.0,0.052000000000000005,0.05,1.4642685691515605,1,1,1,1,26,2,23,2,1,0,2,33,33,33,4,33,0,0,2,31,961,107,805,48,721,122,723,761,46,715,4,4,4,1,1,0.15,37,37,37,33,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,133,0,0,0,0,0,0.0,2.436,2.425,1.4670308470726012,1,1,1,1,15,1,12,1,6,0,4,150,150,150,4,150,3,2,4,141,2634,405,1928,640,1498,310,1246,1496,600,896,15,15,15,1,3,0.16,239,239,241,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FilenameUtilsWildcardTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,7,0,0,0,0,0,0.0,0.028999999999999998,0.03,1.4668477535247804,1,1,1,1,20,1,17,0,1,0,1,10,10,10,0,10,0,2,0,8,245,34,182,28,150,29,147,163,23,140,3,3,3,1,3,0.16,13,13,13,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/CompositeFileComparatorTest.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,10,0,0,0,0,0,0.0,0.027999999999999997,0.032,1.4641392668088278,1,1,1,1,11,0,8,3,1,0,0,5,5,5,0,5,0,0,1,4,91,8,49,17,31,34,33,39,16,23,1,1,1,1,0,0.69,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/comparator/ExtensionFileComparatorTest.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,8,0,0,0,0,0,0.0,0.015,0.011000000000000001,1.464597717920939,1,1,1,1,10,0,8,2,1,0,0,3,3,3,0,3,0,0,1,2,62,6,30,11,18,27,21,25,10,15,1,1,1,1,0,0.9,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/filefilter/FileFilterTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,47,0,0,0,0,0,0.0,2.083,2.072,1.4658423344294231,2,2,2,1,23,3,18,1,1,0,2,51,51,51,0,51,0,0,0,51,1317,238,980,245,806,120,708,810,232,578,7,7,7,1,2,0.12,103,103,104,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsWaitForTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,1,0,0,0,0,0,0.0,5.553999999999999,5.557,1.4636865655581155,1,1,1,1,3,0,3,0,1,0,0,4,4,4,0,4,0,0,2,2,55,8,20,10,5,27,8,13,8,5,1,1,1,1,0,1.35,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/LineIteratorTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,16,0,0,0,0,0,0.0,0.049,0.04,1.46370001633962,1,1,1,1,14,1,10,2,3,0,0,27,27,27,0,27,0,6,3,18,471,56,314,120,194,101,162,218,103,115,6,6,6,1,3,0.32,49,49,49,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOUtilsTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,80,0,0,0,0,0,0.0,0.13699999999999998,0.133,1.4637009461720785,1,1,1,1,11,0,10,0,14,0,2,107,107,107,3,107,0,3,0,104,1383,164,1096,324,765,133,623,797,319,478,5,5,5,1,2,0.12,135,135,135,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/output/FileWriterWithEncodingTest.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,6,0,0,0,0,0,0.0,0.027999999999999997,0.025,1.4637500484784445,2,2,2,1,17,1,16,1,1,0,0,9,9,9,4,9,0,0,0,9,221,24,165,41,114,35,104,127,40,87,5,5,5,1,3,0.21,19,19,19,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsFileNewerTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,5,0,0,0,0,0,0.0,0.013000000000000001,0.015,1.4634795506795248,1,1,1,1,12,0,6,5,1,0,2,9,9,9,2,9,0,0,3,6,162,20,69,24,39,73,37,52,22,30,2,2,2,1,1,1.06,14,14,14,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsCleanSymlinksTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,7,0,0,0,0,0,0.0,0.127,0.105,1.4640010754267374,1,1,1,1,17,4,12,1,1,0,0,11,11,11,1,11,0,1,2,8,243,63,146,46,107,35,106,125,44,81,2,2,2,1,1,0.24,18,18,18,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/filefilter/RegexFileFilterTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,1,0,0,0,0,0,0.0,0.008,0.01,1.4680140296618145,2,2,2,1,16,1,13,1,1,0,0,5,5,5,0,5,0,0,0,5,118,18,75,15,50,25,40,52,13,39,5,5,5,1,1,0.33,11,11,12,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileCleaningTrackerTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,9,0,0,0,0,0,0.0,4.126,4.121,1.4639981150627135,1,1,2,1,16,2,13,1,1,0,0,16,16,16,2,16,0,3,3,10,322,54,230,43,170,43,160,190,42,148,5,5,6,1,3,0.19,29,29,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsListFilesTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,3,0,0,0,0,0,0.0,0.025,0.027000000000000003,1.4678753336270651,1,1,1,1,17,1,14,1,1,0,0,9,9,9,0,9,0,3,2,4,203,28,145,35,107,30,114,129,34,95,2,2,2,1,1,0.21,13,13,13,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/input/TailerTest.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,9,0,0,0,0,0,0.0,21.613000000000003,21.665,1.467880650361379,1,1,1,1,17,1,14,1,2,0,0,21,21,21,6,21,0,2,2,17,450,59,342,122,253,57,254,296,123,173,4,4,4,1,3,0.17,33,33,35,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsCleanDirectoryTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,5,0,0,0,0,0,0.0,0.102,0.105,1.4678852637608846,1,1,1,1,10,1,7,1,1,0,0,10,10,10,1,10,0,2,2,6,153,31,89,26,51,33,46,63,23,40,3,3,4,1,1,0.37,16,16,18,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/monitor/FileAlterationObserverTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,7,0,0,0,0,0,0.0,14.544,14.045,1.4678908308347067,1,1,1,1,35,3,27,4,1,0,0,10,10,10,0,10,0,0,2,8,400,48,287,55,252,68,247,263,54,209,2,2,2,1,1,0.24,15,15,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsDirectoryContainsTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,10,0,0,0,0,0,0.0,0.035,0.032,1.4678953170776368,1,1,1,1,8,0,6,0,1,0,0,13,13,13,9,13,0,0,2,11,172,24,117,45,61,31,68,85,33,52,2,2,2,1,1,0.26,16,16,16,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileSystemUtilsTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,28,0,0,0,0,0,0.0,0.07200000000000001,0.071,1.4716010133425397,1,1,2,1,11,0,11,0,5,0,0,42,42,42,3,42,1,0,4,37,541,40,460,136,333,41,182,267,117,150,6,6,9,1,3,0.09,83,83,86,42,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOCaseTestCase.java,63eba2740e08ede085c78b131bc1a9c3f1d5ddb1,17,0,0,0,0,0,0.0,0.055,0.053,1.4715896328290303,2,2,2,1,14,1,13,0,1,0,1,21,21,21,0,21,0,1,2,18,372,52,286,36,233,34,194,239,34,205,7,7,7,1,1,0.12,45,45,45,21,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
